 T|X         0 |        0.1 |        0.2 |        0.3 |        0.4 |        0.5 |        0.6 |        0.7 |        0.8 |        0.9 |          1 | 
  0 |          0 |      -2.28 |      -4.32 |      -6.12 |      -7.68 |         -9 |     -10.08 |     -10.92 |     -11.52 |     -11.88 |        -12 | 
  1 |          1 |     -2.068 |   -4.12914 |   -5.94914 |     -7.528 |   -8.86571 |   -9.96229 |   -10.8177 |    -11.432 |   -11.8051 |        6.7 | 
  2 |          1 |   -1.45331 |   -3.93673 |   -5.77679 |   -7.37456 |   -8.73004 |   -9.84324 |   -10.7141 |   -11.3428 |   -2.85429 |        6.7 | 
  3 |          1 |   -1.36168 |   -3.53268 |   -5.60294 |   -7.21967 |   -8.59298 |   -9.72285 |   -10.6093 |   -7.02621 |   -2.80755 |        6.7 | 
  4 |          1 |   -1.16928 |    -3.4019 |   -5.31753 |   -7.06334 |   -8.45452 |   -9.60113 |   -8.49074 |   -6.94904 |  -0.546493 |        6.7 | 
  5 |          1 |     -1.107 |   -3.16521 |   -5.17458 |   -6.84791 |   -8.31467 |   -8.51977 |   -8.39023 |   -4.76262 |  -0.506068 |        6.7 | 
  6 |          1 |  -0.994289 |   -3.06452 |   -4.94802 |   -6.70643 |   -7.68689 |   -8.39865 |   -6.78265 |   -4.69072 |   0.639198 |        6.7 | 
  7 |          1 |  -0.946341 |   -2.89759 |    -4.8279 |   -6.28881 |   -7.55511 |    -7.3043 |   -6.68497 |   -3.30329 |   0.676858 |        6.7 | 
  8 |          1 |  -0.866852 |   -2.81528 |    -4.5416 |   -6.16314 |   -6.81524 |   -7.18876 |   -5.45106 |    -3.2342 |    1.40361 |        6.7 | 
  9 |          1 |  -0.827655 |    -2.6373 |   -4.43864 |   -5.66085 |   -6.69439 |   -6.21363 |   -5.35763 |   -2.24179 |     1.4398 |        6.7 | 
 10 |          1 |  -0.742906 |   -2.56774 |   -4.10623 |   -5.54938 |   -5.96694 |   -6.10584 |   -4.37428 |   -2.17562 |    1.95963 |        6.7 | 
 11 |          1 |  -0.709783 |   -2.36506 |   -4.01671 |   -5.02885 |   -5.85722 |   -5.25653 |    -4.2863 |   -1.41299 |     1.9943 |        6.7 | 
 12 |          1 |  -0.613267 |   -2.30508 |   -3.66268 |   -4.92971 |   -5.18013 |   -5.15716 |   -3.47827 |    -1.3504 |    2.39377 |        6.7 | 
 13 |          1 |  -0.584706 |   -2.08594 |   -3.58405 |   -4.42184 |   -5.08088 |   -4.41772 |   -3.39642 |  -0.736917 |    2.42655 |        6.7 | 
 14 |          1 |  -0.480352 |   -2.03354 |   -3.22742 |    -4.3334 |   -4.46274 |   -4.32676 |   -2.71696 |  -0.678432 |     2.7479 |        6.7 | 
 15 |          1 |  -0.455398 |   -1.80905 |   -3.15785 |   -3.85224 |   -4.37309 |   -3.67941 |   -2.64146 |    -0.1695 |    2.77854 |        6.7 | 
 16 |          1 |    -0.3485 |   -1.76285 |   -2.81114 |   -3.77311 |    -3.8128 |    -3.5965 |   -2.06003 |  -0.115366 |    3.04512 |        6.7 | 
 17 |          1 |  -0.326501 |   -1.54176 |   -2.74926 |   -3.32469 |   -3.73187 |   -3.02614 |   -1.99082 |   0.316138 |    3.07347 |        6.7 | 
 18 |          1 |  -0.221217 |   -1.50077 |   -2.41991 |   -3.25374 |   -3.22538 |    -2.9508 |   -1.48658 |   0.365892 |     3.2995 |        6.7 | 
 19 |          1 |  -0.201699 |   -1.28879 |   -2.36466 |   -2.84004 |   -3.15234 |   -2.44538 |   -1.42342 |   0.737649 |    3.32556 |        6.7 | 
 20 |          1 |  -0.100756 |   -1.25225 |   -2.05662 |   -2.77632 |   -2.69497 |   -2.37705 |  -0.981653 |   0.783142 |    3.52029 |        6.7 | 
 21 |          1 | -0.0833578 |   -1.05269 |   -2.00714 |   -2.39717 |   -2.62904 |    -1.9271 |  -0.924194 |    1.10727 |    3.54412 |        6.7 | 
 22 |          1 |  0.0116702 |   -1.02002 |   -1.72206 |   -2.33986 |   -2.21618 |   -1.86521 |  -0.534161 |    1.14872 |    3.71391 |        6.7 | 
 23 |          1 |  0.0272306 |  -0.834488 |   -1.67765 |   -1.99393 |   -2.15669 |   -1.46322 |  -0.482006 |    1.43387 |    3.73561 |        6.7 | 
 24 |          1 |   0.115577 |  -0.805191 |   -1.41575 |   -1.94234 |   -1.78407 |   -1.40722 |  -0.135654 |    1.47153 |    3.88498 |        6.7 | 
 25 |          1 |   0.129528 |  -0.634196 |   -1.37583 |   -1.62771 |   -1.73038 |   -1.04711 | -0.0883893 |    1.72408 |     3.9047 |        6.7 | 
 26 |          1 |   0.210955 |  -0.607882 |   -1.13644 |   -1.58124 |   -1.39409 |  -0.996479 |   0.220503 |    1.75823 |    4.03699 |        6.7 | 
 27 |          1 |   0.223485 |  -0.451233 |   -1.10053 |    -1.2957 |   -1.34564 |  -0.673236 |   0.263286 |    1.98302 |    4.05488 |        6.7 | 
 28 |          1 |   0.298079 |  -0.427568 |  -0.882504 |   -1.25382 |   -1.04215 |  -0.627483 |   0.539649 |    2.01395 |    4.17263 |        6.7 | 
 29 |          1 |   0.309349 |  -0.284675 |  -0.850163 |  -0.995096 |   -0.99842 |  -0.336911 |   0.578342 |    2.21478 |    4.18883 |        6.7 | 
 30 |          1 |   0.377393 |  -0.263371 |  -0.652113 |  -0.957333 |  -0.724531 |  -0.295581 |   0.826182 |    2.24277 |    4.29403 |        6.7 | 
 31 |          1 |   0.387538 |  -0.133419 |  -0.622972 |  -0.723169 |   -0.68507 | -0.0340967 |   0.861155 |    2.42268 |    4.30869 |        6.7 | 
 32 |          1 |   0.449419 |  -0.114229 |  -0.443396 |  -0.689114 |  -0.437897 | 0.00322772 |     1.0838 |    2.44798 |    4.40293 |        6.7 | 
 33 |          1 |   0.458558 |  0.0036979 |  -0.417127 |  -0.477349 |  -0.402285 |   0.238719 |     1.1154 |    2.60948 |    4.41618 |        6.7 | 
 34 |          1 |   0.514713 |  0.0209937 |  -0.254515 |   -0.44663 |  -0.179221 |    0.27242 |    1.31565 |    2.63234 |    4.50077 |        6.7 | 
 35 |          1 |   0.522949 |   0.127843 |  -0.230827 |  -0.255232 |  -0.147083 |   0.484623 |    1.34419 |    2.77752 |    4.51275 |        6.7 | 
 36 |          1 |    0.57383 |   0.143437 | -0.0837166 |   -0.22752 |   0.054223 |   0.515048 |    1.52448 |    2.79817 |     4.5888 |        6.7 | 
 37 |          1 |   0.581256 |   0.240141 | -0.0623523 | -0.0546025 |  0.0832266 |   0.706345 |    1.55025 |    2.92882 |    4.59961 |        6.7 | 
 38 |          1 |   0.627305 |   0.254204 |  0.0706441 | -0.0296005 |   0.264896 |   0.733809 |    1.71267 |    2.94747 |    4.66805 |        6.7 | 
 39 |          1 |   0.634002 |   0.341657 |  0.0899162 |   0.126574 |   0.291071 |   0.906311 |    1.73593 |    3.06513 |    4.67782 |        6.7 | 
 40 |          1 |   0.675646 |   0.354342 |   0.210094 |   0.149133 |    0.45502 |   0.931101 |    1.88232 |    3.08197 |    4.73945 |        6.7 | 
 41 |          1 |   0.681687 |   0.433383 |    0.22748 |   0.290154 |   0.478641 |    1.08669 |    1.90333 |      3.188 |    4.74827 |        6.7 | 
 42 |          1 |   0.719325 |   0.444827 |   0.336036 |   0.310509 |   0.626598 |    1.10906 |    2.03531 |    3.20321 |    4.80381 |        6.7 | 
 43 |          1 |   0.724775 |   0.516235 |   0.351723 |   0.437828 |   0.647916 |    1.24942 |    2.05427 |    3.29879 |    4.81177 |        6.7 | 
 44 |          1 |   0.758779 |    0.52656 |   0.449755 |   0.456196 |   0.781441 |    1.26961 |    2.17331 |    3.31251 |    4.86184 |        6.7 | 
 45 |          1 |   0.763695 |   0.591053 |    0.46391 |   0.571129 |   0.800679 |    1.39623 |    2.19042 |     3.3987 |    4.86903 |        6.7 | 
 46 |          1 |   0.794406 |   0.600369 |   0.552423 |   0.587705 |   0.921179 |    1.41446 |    2.29779 |    3.41109 |    4.91418 |        6.7 | 
 47 |          1 |   0.798842 |   0.658605 |   0.565195 |    0.69145 |   0.938541 |    1.52871 |    2.31324 |    3.48883 |    4.92067 |        6.7 | 
 48 |          1 |   0.826574 |   0.667011 |   0.645102 |   0.706407 |    1.04729 |    1.54516 |     2.4101 |    3.50001 |    4.96139 |        6.7 | 
 49 |          1 |   0.830576 |   0.719587 |   0.656628 |   0.800048 |    1.06296 |    1.64825 |    2.42404 |    3.57014 |    4.96725 |        6.7 | 
 50 |          1 |   0.855613 |   0.727172 |   0.728759 |   0.813546 |    1.16109 |    1.66309 |    2.51144 |    3.58023 |    5.00398 |        6.7 | 
 51 |          1 |   0.859225 |   0.774635 |    0.73916 |   0.898062 |    1.17523 |    1.75611 |    2.52402 |     3.6435 |    5.00927 |        6.7 | 
 52 |          1 |   0.881826 |    0.78148 |   0.804267 |   0.910243 |     1.2638 |    1.76951 |    2.60287 |    3.65261 |    5.04241 |        6.7 | 
 53 |          1 |   0.885086 |   0.824322 |   0.813653 |   0.986521 |    1.27656 |    1.85345 |    2.61423 |     3.7097 |    5.04718 |        6.7 | 
 54 |          1 |   0.905486 |   0.830498 |   0.872417 |   0.997514 |    1.35649 |    1.86554 |    2.68538 |    3.71792 |    5.07708 |        6.7 | 
 55 |          1 |   0.908428 |   0.869167 |   0.880887 |    1.06636 |      1.368 |    1.94129 |    2.69563 |    3.76943 |    5.08139 |        6.7 | 
 56 |          1 |   0.926842 |   0.874742 |   0.933924 |    1.07628 |    1.44014 |    1.95221 |    2.75983 |    3.77684 |    5.10837 |        6.7 | 
 57 |          1 |   0.929496 |   0.909643 |   0.941568 |    1.13841 |    1.45053 |    2.02056 |    2.76908 |    3.82333 |    5.11225 |        6.7 | 
 58 |          1 |   0.946116 |   0.914673 |   0.989435 |    1.14736 |    1.51562 |    2.03041 |    2.82702 |    3.83002 |     5.1366 |        6.7 | 
 59 |          1 |   0.948511 |   0.946172 |   0.996333 |    1.20343 |      1.525 |     2.0921 |    2.83537 |    3.87196 |    5.14011 |        6.7 | 
 60 |          1 |   0.963511 |   0.950712 |    1.03953 |    1.21151 |    1.58375 |    2.10099 |    2.88765 |      3.878 |    5.16208 |        6.7 | 
 61 |          1 |   0.965672 |    0.97914 |    1.04576 |    1.26211 |    1.59221 |    2.15666 |    2.89519 |    3.91585 |    5.16524 |        6.7 | 
 62 |          1 |    0.97921 |   0.983237 |    1.08475 |     1.2694 |    1.64523 |    2.16468 |    2.94237 |    3.92131 |    5.18507 |        6.7 | 
 63 |          1 |    0.98116 |    1.00889 |    1.09036 |    1.31507 |    1.65287 |    2.21491 |    2.94917 |    3.95546 |    5.18792 |        6.7 | 
 64 |          1 |   0.993378 |    1.01259 |    1.12555 |    1.32165 |    1.70071 |    2.22215 |    2.99175 |    3.96038 |    5.20581 |        6.7 | 
 65 |          1 |   0.995138 |    1.03575 |    1.13062 |    1.36286 |     1.7076 |    2.26749 |    2.99788 |    3.99121 |    5.20839 |        6.7 | 
 66 |          1 |    1.00616 |    1.03908 |    1.16237 |     1.3688 |    1.75078 |    2.27402 |    3.03631 |    3.99565 |    5.22454 |        6.7 | 
 67 |          1 |    1.00775 |    1.05998 |    1.16695 |      1.406 |      1.757 |    2.31494 |    3.04184 |    4.02346 |    5.22686 |        6.7 | 
 68 |          1 |     1.0177 |    1.06299 |    1.19561 |    1.41135 |    1.79597 |    2.32083 |    3.07652 |    4.02747 |    5.24143 |        6.7 | 
 69 |          1 |    1.01914 |    1.08185 |    1.19973 |    1.44492 |    1.80158 |    2.35776 |    3.08152 |    4.05257 |    5.24353 |        6.7 | 
 70 |          1 |    1.02812 |    1.08456 |     1.2256 |    1.44976 |    1.83675 |    2.36307 |    3.11281 |    4.05619 |    5.25668 |        6.7 | 
 71 |          1 |    1.02941 |    1.10158 |    1.22932 |    1.48005 |    1.84181 |     2.3964 |    3.11732 |    4.07885 |    5.25858 |        6.7 | 
 72 |          1 |    1.03752 |    1.10404 |    1.25266 |    1.48441 |    1.87355 |     2.4012 |    3.14556 |    4.08211 |    5.27044 |        6.7 | 
 73 |          1 |    1.03868 |     1.1194 |    1.25603 |    1.51175 |    1.87812 |    2.43127 |    3.14963 |    4.10255 |    5.27215 |        6.7 | 
 74 |          1 |      1.046 |    1.12161 |    1.27709 |    1.51569 |    1.90676 |     2.4356 |    3.17512 |     4.1055 |    5.28286 |        6.7 | 
 75 |          1 |    1.04705 |    1.13547 |    1.28012 |    1.54036 |    1.91089 |    2.46274 |    3.17879 |    4.12395 |     5.2844 |        6.7 | 
 76 |          1 |    1.05365 |    1.13747 |    1.29913 |    1.54392 |    1.93673 |    2.46665 |    3.20179 |    4.12661 |    5.29407 |        6.7 | 
 77 |          1 |     1.0546 |    1.14998 |    1.30187 |    1.56618 |    1.94046 |    2.49114 |    3.20511 |    4.14326 |    5.29546 |        6.7 | 
 78 |          1 |    1.06056 |    1.15178 |    1.31903 |    1.56939 |    1.96378 |    2.49467 |    3.22586 |    4.14566 |    5.30418 |        6.7 | 
 79 |          1 |    1.06142 |    1.16307 |     1.3215 |    1.58948 |    1.96714 |    2.51677 |    3.22885 |    4.16068 |    5.30544 |        6.7 | 
 80 |          1 |    1.06679 |    1.16469 |    1.33698 |    1.59237 |    1.98819 |    2.51996 |    3.24759 |    4.16285 |    5.31331 |        6.7 | 
 81 |          1 |    1.06757 |    1.17488 |    1.33921 |    1.61051 |    1.99122 |     2.5399 |    3.25029 |    4.17641 |    5.31444 |        6.7 | 
 82 |          1 |    1.07242 |    1.17635 |    1.35318 |    1.61312 |    2.01022 |    2.54278 |    3.26719 |    4.17836 |    5.32155 |        6.7 | 
 83 |          1 |    1.07312 |    1.18554 |    1.35519 |    1.62948 |    2.01296 |    2.56078 |    3.26963 |     4.1906 |    5.32257 |        6.7 | 
 84 |          1 |     1.0775 |    1.18687 |     1.3678 |    1.63184 |     2.0301 |    2.56337 |    3.28488 |    4.19236 |    5.32898 |        6.7 | 
 85 |          1 |    1.07813 |    1.19517 |    1.36962 |    1.64661 |    2.03257 |    2.57962 |    3.28708 |     4.2034 |     5.3299 |        6.7 | 
 86 |          1 |    1.08208 |    1.19636 |      1.381 |    1.64874 |    2.04804 |    2.58196 |    3.30085 |      4.205 |    5.33569 |        6.7 | 
 87 |          1 |    1.08265 |    1.20385 |    1.38264 |    1.66207 |    2.05027 |    2.59662 |    3.30283 |    4.21496 |    5.33652 |        6.7 | 
 88 |          1 |    1.08621 |    1.20493 |     1.3929 |    1.66399 |    2.06423 |    2.59873 |    3.31526 |     4.2164 |    5.34174 |        6.7 | 
 89 |          1 |    1.08673 |    1.21169 |    1.39438 |    1.67601 |    2.06624 |    2.61196 |    3.31705 |    4.22539 |    5.34249 |        6.7 | 
